datetime,temperature,humidity,wind_speed,pressure
2020-01-01 00:00:00,10.74507122951685,41.60853148240487,1.6401654616444015,1008.3039224552163
2020-01-01 01:00:00,9.799772205564587,43.66692119618922,5.155969040357744,1009.3745945690462
2020-01-01 02:00:00,10.985870118109817,41.60300158885619,5.567323685434547,1011.267107892901
2020-01-01 03:00:00,12.306050741840336,37.65620070776273,7.4179376360188805,1005.8016291449318
2020-01-01 04:00:00,9.67744453036098,41.335241503615194,3.339718398550819,1020.1204251346558
2020-01-01 05:00:00,9.68463777750412,37.02860948293161,1.9407740922536276,1012.945233420498
2020-01-01 06:00:00,12.411831038251183,39.9170806767812,4.528910907638292,1007.7955486791404
2020-01-01 07:00:00,11.201332488678045,39.0437229533374,4.78652750190147,1005.1302030092662
2020-01-01 08:00:00,9.353137370217304,40.077650265615,4.867602577079691,1010.0005333852673
2020-01-01 09:00:00,10.878357539198303,37.045433465942295,3.3947994674198942,1014.3660128774948
2020-01-01 10:00:00,9.376559426144981,37.28292827311933,4.6423969986788425,1008.2922274641486
2020-01-01 11:00:00,9.380259789713437,39.18015020294517,4.159972391380058,1014.1652116447484
2020-01-01 12:00:00,10.448966241600008,39.64097741521091,3.1552120732191073,1011.5961317400121
2020-01-01 13:00:00,7.223270837239556,39.2416020581624,2.3546462560998362,1016.1990419824533
2020-01-01 14:00:00,7.512982777541363,43.00126578593578,3.514657244268596,1005.9618100149389
2020-01-01 15:00:00,9.264096502959699,40.95481359989104,3.8987353082286664,1004.913479180173
2020-01-01 16:00:00,8.595449331571604,40.90708081775823,5.030253604880322,1017.6547626758125
2020-01-01 17:00:00,10.593235167276347,39.35724174804341,3.9527543214153447,1009.4850650259881
2020-01-01 18:00:00,8.766996148786246,37.34537126827771,3.2319273207388184,1024.9449335572065
2020-01-01 19:00:00,8.017744737440514,40.12796187825039,4.805238162768011,1007.2029104173954
2020-01-01 20:00:00,12.341841400208313,43.75791186302724,3.8911695220087017,1019.0817893050041
2020-01-01 21:00:00,9.811871679802264,40.59929965087108,2.9576650327343814,1020.3984559544226
2020-01-01 22:00:00,10.25899624391004,42.3840936946081,4.5111145152456835,1010.0490642102981
2020-01-01 23:00:00,8.027749382860549,42.64365903901006,5.002183185350805,1016.0367248056018
2020-01-02 00:00:00,9.355465215968563,41.29112818639794,3.866424018397553,1012.0881409904591
2020-01-02 01:00:00,10.345590739486335,40.619761993457466,6.474935051485376,1018.0262839089911
2020-01-02 02:00:00,8.459883948859497,38.21091944703316,5.853360947173632,1009.9108227623075
2020-01-02 03:00:00,10.757088706805758,39.77665645988075,4.782025721103505,1015.1152250446523
2020-01-02 04:00:00,9.299750909242942,39.47892858024664,3.4525431809514235,1010.0045304404201
2020-01-02 05:00:00,9.770335481121503,40.86787845137844,1.2698440840725183,1023.760508272332
2020-01-02 06:00:00,9.312483242330774,37.38692237871195,2.1752163426518347,1017.7708125566304
2020-01-02 07:00:00,13.000627381791794,39.14764243186583,5.335314360980048,1012.2547532603693
2020-01-02 08:00:00,10.209131098082,41.037423804379294,2.614326827483492,1019.2893435963122
2020-01-02 09:00:00,8.649977254039548,38.83233055645394,4.61516184709869,1010.3492440628369
2020-01-02 10:00:00,11.477527606353716,38.412508829199474,2.6591475192533993,1014.354133859267
2020-01-02 11:00:00,8.419611228726085,38.668066335607314,3.728764811215997,1013.0589179071362
2020-01-02 12:00:00,10.571338432748766,39.7132457659381,3.2794016991889294,1015.426004977354
2020-01-02 13:00:00,7.325704058373559,35.503849393017816,5.254596843042471,1014.95859674194
